CheeseId,ManufacturerProvCode,ManufacturingTypeEn,MoisturePercent,FlavourEn,CharacteristicsEn,Organic,CategoryTypeEn,MilkTypeEn,MilkTreatmentTypeEn,RindTypeEn,CheeseName,FatLevel
1177,QC,Farmstead,46.0,Pronounced with fruity aroma,Interior-ripened,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Mont-Jacob (Le),lower fat
1178,QC,Farmstead,39.0,"Mild, fruity, leaves a spicy taste in mouth",Cooked,0,Firm Cheese,Cow,Raw Milk,Washed Rind,Napoléon (Le),higher fat
1179,QC,Farmstead,37.0,Hazelnut flavour that intensifies with age,Aged cheddar,0,Firm Cheese,Cow,Raw Milk,No Rind,Valida Doux (Le),higher fat
1180,QC,Farmstead,37.0,Hazelnut flavour that intensifies with age,Aged cheddar,0,Firm Cheese,Cow,Raw Milk,No Rind,Valida Moyen (Le),higher fat
1181,QC,Farmstead,37.0,Hazelnut flavour that intensifies with age,Aged cheddar,0,Firm Cheese,Cow,Raw Milk,No Rind,Valida Fort (Le),higher fat
1182,QC,Artisan,48.0,"Cream and salted butter taste, hints of olive",,1,Soft Cheese,Cow,Raw Milk,Washed Rind,Camplain,lower fat
1183,QC,Artisan,45.0,Clover and hay taste,Copper-colored rind,1,Semi-soft Cheese,Cow,Raw Milk,,Réserve La Pérade,lower fat
1184,QC,Artisan,48.0,"Fruity, yellow, with acidic accent.","Light rind, slightly sticky. Pink with orange tint.",1,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Baluchon,lower fat
1185,QC,Farmstead,45.0,"Subtle flavor of fruits, butter, nuts and chestnuts","Elastic and melting in the mouth, presence of small irregularly dispersed eyes in the cheese",0,Soft Cheese,Ewe,Raw Milk,Bloomy Rind,Blanche du Fjord (La),higher fat
1186,QC,Artisan,40.0,Slightly salted,Roasting cheese,0,Firm Cheese,Cow,Pasteurized,,Paillasson de l'Isle d'Orléans (Le),lower fat
1188,QC,Industrial,39.0,"Curds : salted, fine herbs, BBQ or sea salt. Blocks: garlic and pepper, yellow, chocolate Grand Marnier with pears, marble, sharp, fine herbs, pesto",Cheese curds or blocks,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar frais (Qualité Summum),higher fat
1194,QC,Artisan,37.0,"Available; medium, strong, extra strong, in block, curds, BBQ",,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar (Fromagerie Boivin),higher fat
1195,QC,Artisan,47.0,,,0,Firm Cheese,Cow,Pasteurized,No Rind,Petit Saguenéen (Le),lower fat
1196,QC,Artisan,36.0,Plain or BBQ,,0,Firm Cheese,Cow,Pasteurized,No Rind,Tortillons (Les) (Fromagerie Boivin),higher fat
1197,QC,Artisan,39.0,,,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar sans sel (Fromagerie Boivin),higher fat
1198,QC,Artisan,50.0,"Taste of butter and cooked cheese, slightly spicy",Roasting cheese,0,Semi-soft Cheese,Cow,Pasteurized,,Annobli,lower fat
1199,QC,Artisan,44.0,,Supple white cheese,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Monterey Jack (Fromagerie Boivin),lower fat
1200,QC,Farmstead,53.0,"Flavors of butter, cream, hazelnut and mushroom","Chalky texture, soft cheese but not runny",1,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Champayeur (Le),lower fat
1201,QC,Farmstead,42.0,Balanced salty taste,Rind scattered with ochred spots,1,Veined Cheeses,Cow,Raw Milk,,Bleu d'Élizabeth (Le),lower fat
1202,QC,Farmstead,35.0,Almond and hazelnutty taste,Pink-orange-colored rind,0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Curé-Hébert (Le),higher fat
1203,QC,Farmstead,35.0,Almond and nutty taste,Surface-ripened,0,Firm Cheese,Cow,Raw Milk,,Cru du Canton (Le),higher fat
1204,QC,Farmstead,41.0,,"Unripened, curds or blocks",0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar L'Autre Versant,higher fat
1205,QC,Artisan,44.0,Slight goaty taste counterbalanced with cow's milk taste,Firm and cooked,1,Firm Cheese,Cow and Goat,Raw Milk,Washed Rind,Grand 2 (Le),lower fat
1206,QC,Artisan,45.0,Slightly hazelnutty,Amber-colored washed rind,1,Firm Cheese,Cow,Raw Milk,Washed Rind,Grondines (Les),higher fat
1207,QC,Industrial,42.0,Mild,Elastic and smooth texture,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar Coaticook non salé,lower fat
1210,QC,Industrial,39.0,"Pungent and lively, slightly salted.  Available white, couloured, aged, curds","Strong aroma, Smooth and supple texture",0,Firm Cheese,Cow,Thermised,No Rind,Cheddar Coaticook,higher fat
1211,QC,Industrial,50.0,Slightly salted milk flavor,Compact,0,Firm Cheese,Cow,Pasteurized,No Rind,Mozzarella (Coaticook),lower fat
1212,QC,Industrial,45.0,Salty,"Firm texture, soaking in brine",0,Firm Cheese,Cow,Pasteurized,No Rind,Saumuré Coaticook,lower fat
1213,QC,Industrial,39.0,Hazelnut and salty flavour. Available mild and strong,Unripened,0,Firm Cheese,Goat,Pasteurized,,Capricook,higher fat
1215,QC,Artisan,63.0,,Creamy spreadable cheese,0,Soft Cheese,Goat,Pasteurized,No Rind,Écume des Rapides (L'),lower fat
1216,QC,Artisan,40.0,Fruity,"Firm cheese, cooked",0,Firm Cheese,Goat,Pasteurized,,Doux du Fort (Le),higher fat
1217,QC,Artisan,45.0,Flavored with Michel Jodoin's apple Brandy,,0,Fresh Cheese,Goat,Pasteurized,No Rind,Pompette (Le),lower fat
1218,QC,Artisan,58.0,,Unripened cheese,0,Soft Cheese,Goat,Pasteurized,No Rind,Amourettes - Tomates séchées et basilic,lower fat
1219,QC,Artisan,58.0,,Unripened cheese,0,Soft Cheese,Goat,Pasteurized,No Rind,Amourettes - Fines herbes,lower fat
1220,QC,Artisan,45.0,Fresh,Preserved in sunflower and olive oil,0,Fresh Cheese,Goat,Pasteurized,No Rind,Dames de Chambly,lower fat
1221,QC,Artisan,39.0,Also seasoned with fine herbs,Cheese curds (41% humidity) or blocks,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar frais (Fromagerie Victoria),higher fat
1222,QC,Artisan,39.0,Available plain or with olives,,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar médium (Fromagerie Victoria),higher fat
1223,QC,Artisan,39.0,Pronounced,,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar fort (Fromagerie Victoria),higher fat
1224,QC,Artisan,45.0,Salty,Twisted cheese,0,Firm Cheese,Cow,Pasteurized,No Rind,Darac,lower fat
1225,QC,Artisan,38.0,Caprine flavor slightly acid and salty,Gouda type cheese with red waxed rind. Ivory-colored cheese with a crumbly texture.,0,Firm Cheese,Goat,Pasteurized,,Athonite,lower fat
1226,QC,Artisan,33.0,Butter and almond aftertaste,Havarti type cheese covered with yellow wax. Ivory-colored cheese with small holes.,0,Firm Cheese,Goat,Pasteurized,,Bon Berger,higher fat
1227,QC,Artisan,60.0,Mild and salted with an almond and buttery aftertaste,Damp and crumbly,0,Semi-soft Cheese,Ewe and Goat,Pasteurized,No Rind,Féta (Troupeau Bénit),lower fat
1228,QC,Artisan,36.0,"Mild, buttery and hazelnut flavour with a hint of fruits and salt",Gruyere type cheese. Ivory-colored cheese with small holes irregularly dispersed.,0,Firm Cheese,Ewe and Goat,Pasteurized,,Graviera,higher fat
1229,QC,Artisan,60.0,"Available plain or seasoned with chives, provençal herbs, mint and peppers or onion","Creamy and white cheese, ball-shaped",0,Fresh Cheese,Goat,Pasteurized,No Rind,Petites Soeurs (Les),lower fat
1231,QC,Artisan,33.0,"Mild, slightly salty and acid with an almond and butter aftertaste. Seasoned with pepper and onions or with garden fine herbs",Havarti-type cheese. Firm and crumbly texture. Ivory-colored. Covered with yellow wax.,0,Firm Cheese,Goat,Pasteurized,No Rind,Symandre,higher fat
1240,QC,Farmstead,70.0,Available plain or seasoned with fine herbs or pepper,"Fresh goat cheese ladle-molded, fine and creamy texture good for spreading",0,Fresh Cheese,Goat,Pasteurized,No Rind,Alpin (L'),lower fat
1241,QC,Farmstead,70.0,"Mild, with fine herbs",,0,Fresh Cheese,Goat,Pasteurized,No Rind,Boules de neige (Les),lower fat
1242,QC,Farmstead,56.0,"Available in 6 different flavors : plain, five peppers, spicy pepper, fresh garlic, Provençal herbs and chives",Lactic cheese,1,Soft Cheese,Goat,Pasteurized,No Rind,Petit Pâturin (Le),lower fat
1243,QC,Farmstead,48.0,"Light butter, hazelnut and mushroom flavour with a caprine aftertaste","White lactic soft cheese, chalky and creamy texture, natural rind (geotrichum)",1,Soft Cheese,Goat,Pasteurized,,Ange Fourchu (L'),lower fat
1244,QC,Farmstead,56.0,,"Soft lactic cheese balls, soaked with a mix of oils and seasonings",1,Soft Cheese,Goat,Pasteurized,No Rind,Grelotins à l'huile aromatisée,lower fat
1245,QC,Farmstead,45.0,Goat flavour,Supple texture,1,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,Chevalier de Lorimier,lower fat
1246,QC,Farmstead,42.0,,Goat's cheese curds,1,Firm Cheese,Goat,Pasteurized,No Rind,Fromage en grains la Chèvrerie Barrousse,lower fat
1248,QC,Artisan,46.0,Spicy without being aggressive,Natural or mixed rind. Rich and creamy texture.,0,Soft Cheese,Ewe and Cow,Pasteurized,Washed Rind,Clandestin (Le),higher fat
1249,QC,Artisan,52.0,Mushroomy,"Washed rind goat cheese, creamy texture",0,Soft Cheese,Goat,Pasteurized,Washed Rind,Sentinelle,lower fat
1250,QC,Artisan,50.0,Very spicy,Cream-colored cheese with a smooth texture,0,Soft Cheese,Cow,Pasteurized,Washed Rind,Magie de Madawaska,lower fat
1252,QC,Artisan,50.0,Buttery,Creamy and supple texture,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Marquis de Témiscouata,higher fat
1253,QC,Artisan,56.0,Very Mild,"Supple and smooth texture, bloomy rind",0,Semi-soft Cheese,Cow,Pasteurized,Bloomy Rind,Dame du Lac (La),lower fat
1254,QC,Artisan,37.0,Acidulous and alcoholic,Light yellowy color,0,Firm Cheese,Cow,,No Rind,Petit Émile (Le),higher fat
1256,QC,Artisan,52.0,Slight mushroom taste,Goat's Brie,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Citadelle,lower fat
1257,QC,Farmstead,60.0,Fresh and acidulous,Ladle-molded,1,Fresh Cheese,Goat,Pasteurized,No Rind,Chèvre frais fermier,lower fat
1258,QC,Farmstead,35.0,Fruity and hazelnutty,"Firm cheese, mixed rind",1,Firm Cheese,Goat,Raw Milk,,Tire-Lune,higher fat
1259,QC,Farmstead,46.0,"Creamy taste, slightly goaty","Supple texture, mixed rind",1,Semi-soft Cheese,Goat,Pasteurized,,Galarneau,higher fat
1262,QC,Industrial,54.0,"Fresh buttery, mushrooms and hazelnut notes","Supple and smooth cheese, creamy texture, white bloomy rind.",0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Petit Brie DuVillage,lower fat
1263,QC,Industrial,52.0,"Fruity, mushrooms and hazelnut flavor",Soft cheese with a hint of cream,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Double Crème DuVillage,higher fat
1264,QC,Industrial,48.0,Heated milk and buttery flavor,"Coated with vegetable ash, creamy texture",0,Soft Cheese,Cow,Pasteurized,,Cendré de Lune,higher fat
1265,QC,Industrial,50.0,"Acidulous, pungent hint of honey and flowers","Fine toad-like rind, runny and creamy texture",0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Évanjules (L'),lower fat
1266,QC,Industrial,48.0,"Slightly acidulous when young, develops a buttery and heated milk taste through ripening","Coated with vegetable ash, creamy texture",0,Soft Cheese,Cow,Pasteurized,,Pleine Lune (Le),higher fat
1267,QC,Industrial,45.0,Mild to sharp depending on the age,White to beige-colored,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Fleur de Lys,higher fat
1268,QC,Industrial,45.0,Subtle flowery and brioche aroma,Rich and smooth texture,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Lady Laurier d'Arthabaska,higher fat
1269,QC,Industrial,55.0,"Intense and fruity taste, honey and flowery aftertaste","Orange washed rind, rich and creamy texture",0,Soft Cheese,Cow,Pasteurized,Washed Rind,Maître Jules,lower fat
1270,QC,Industrial,46.0,Nutty and fresh butter taste,"Light beige color, soft and smooth texture",0,Semi-soft Cheese,Cow,Pasteurized,,Saint-Paulin DuVillage,lower fat
1271,QC,Industrial,48.0,Fresh apples and nutty flavor with an acid hint,"Light yellow or copper-colored washed rind, creamy-colored interior with a smooth and supple texture",0,Firm Cheese,Cow,Pasteurized,Washed Rind,Vacherin DuVillage,lower fat
1272,QC,Industrial,40.0,Fruity and slightly nutty flavor,Pressed and uncooked,0,Firm Cheese,Cow,Pasteurized,,Mont Gleason,lower fat
1273,QC,Industrial,46.0,Buttery taste,"Orange washed rind, creamy-colored interior, tender texture",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette DuVillage,lower fat
1274,QC,Industrial,45.0,"Notes of cream, fresh farm milk and a hint of hazelnut",Pressed surface ripened,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Cantonnier,higher fat
1275,QC,Industrial,46.0,Mild and fruity with aroma of hazelnut and hay,"Surface ripened with washed rind, bears a horizontal strip of vegetable carbon",0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Cendré (Le),lower fat
1276,QC,Industrial,46.0,Mild and fruity,"Surface ripened, edible orange rind",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Saint-Médard,lower fat
1277,QC,Industrial,40.0,Mild,"Emmental type cheese, no rind",0,Firm Cheese,Cow,Pasteurized,,Kingsberg,lower fat
1278,QC,Industrial,55.0,"Creamy taste, exudes intense and expansive aroma","Surface ripened, washed, shiny rind which is slightly wrinkled",0,Soft Cheese,Cow,Pasteurized,Washed Rind,Sir Laurier d'Arthabaska,lower fat
1279,QC,Industrial,48.0,Butter and cream flavor with a pungent hint,"Bloomy rind, creamy texture",0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Triple Crème Du Village,higher fat
1280,QC,Industrial,55.0,"Creamy flavor, hazelnut and flowery hints","Fully ripened, washed rind cheese",0,Soft Cheese,Cow,Raw Milk,Washed Rind,Petit Rubis (Le),lower fat
1281,QC,Industrial,52.0,Creamy taste,"Brie cheese made with goat's milk, runny interior",0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Chèbrie,lower fat
1282,QC,Industrial,52.0,Rich and creamy taste,"Goat's soft cheese, ripened",0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Princeville,lower fat
1283,QC,Industrial,54.0,Rich and creamy taste,"Ivory-colored cheese, surface-ripenend",0,Soft Cheese,Goat,Pasteurized,,Tre Fratello,lower fat
1284,QC,Industrial,54.0,Rich and creamy taste,"Goat soft cheese, surface-ripened",0,Soft Cheese,Goat,Pasteurized,,Castile,lower fat
1285,QC,Industrial,54.0,Rich and creamy taste,"Goat cheese, surface ripenened",0,Soft Cheese,Goat,Pasteurized,,Capella,lower fat
1286,QC,Artisan,42.0,Rich,"Surface-ripened, white mold",1,Soft Cheese,Cow and Goat,Pasteurized,Bloomy Rind,Kunik,higher fat
1288,QC,Farmstead,80.0,Creamy taste,Unctuous and velvety spreadable cheese,1,Fresh Cheese,Cow,Pasteurized,No Rind,Avalanche,lower fat
1289,QC,Farmstead,80.0,Fresh cream taste,,1,Fresh Cheese,Cow,Pasteurized,No Rind,Cottage de la Beurrerie du Patrimoine,lower fat
1290,QC,Farmstead,45.0,Pronounced hazelnut flavor and butter,"Camembert-type cheese,",1,Semi-soft Cheese,Cow and Goat,Thermised,Washed Rind,Canadiane,lower fat
1291,QC,Farmstead,45.0,Mushroomy and buttery,"Munster-type cheese, washed rind",1,Semi-soft Cheese,Cow,Thermised,Washed Rind,Vent d'est,lower fat
1292,QC,Industrial,39.0,Plain or seasoned,Cheese curds or pressed,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar frais Côte-de-Beaupré,higher fat
1293,QC,Industrial,45.0,"Goat butter taste, more pronounced taste than the Caprano, without being overly pungent",,0,Firm Cheese,Goat,Pasteurized,No Rind,Caprano vieilli,lower fat
1294,QC,Industrial,50.0,"Acidulous, semi-strong taste","Soft cheese, surface-ripened",0,Soft Cheese,Goat,Pasteurized,,Cendrillon (Le),lower fat
1295,QC,Industrial,50.0,,Double cream Brie,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Rumeur (La),higher fat
1296,QC,Industrial,50.0,Typed and aromatic,"Thin rind, creamy and supple texture",0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert de Portneuf,higher fat
1297,QC,Industrial,50.0,"It has flavous of butter, fresh mushrooms and hazelnuts that become more pronounced with age",It has a bloomy rind with a creamy interior,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brise du Matin,higher fat
1298,QC,Industrial,50.0,Mild and creamy with a nutty flavour,Double cream,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie double crème de Portneuf,higher fat
1299,QC,Industrial,50.0,Slightly fruity,Regular Brie,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie de Portneuf,lower fat
1300,QC,Industrial,50.0,,Double cream,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Bonaparte (Le),higher fat
1301,QC,Industrial,55.0,"Delicate and salty (varieties available: plain, herb, pepper)","Soft and creamy body, slightly acidulous",0,Fresh Cheese,Goat,Pasteurized,No Rind,Capriny,lower fat
1302,QC,Industrial,50.0,"Mild, light and delicate. Creamy and nutty taste",Triple cream,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Belle Crème,higher fat
1303,QC,Industrial,45.0,Very mild flavours reminiscent of blue cheese characteristics,Blue-veined,0,Veined Cheeses,Cow,Pasteurized,Bloomy Rind,Bleubry,higher fat
1304,QC,Industrial,50.0,Lightly salted and acidic,"Ripened, white interior",0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Chèvre D'Art,lower fat
1305,QC,Industrial,55.0,"Mild, slight goat taste available with fig and orange flavour",Smooth,0,Fresh Cheese,Cow and Goat,Pasteurized,No Rind,Chèvre des neiges,lower fat
1306,QC,Industrial,50.0,"Smooth and velvety, with age it bocomes more full-flavoured and gains a mor distinct aroma","Supple, homogeneous, creamy-yellow body",0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Calendos (Le),higher fat
1307,QC,Industrial,45.0,Mild and delicate  taste becoming more pronounced with age,Natural rind,0,Firm Cheese,Goat,Pasteurized,No Rind,Caprano,lower fat
1308,QC,Industrial,50.0,"Sharp to pronounced depending on ripening, lactic and slight hazelnut flavour",,0,Fresh Cheese,Goat,Pasteurized,Bloomy Rind,Paillot de chèvre,lower fat
1309,QC,Industrial,50.0,Mild and  rich,Triple cream,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Saint-Honoré,higher fat
1310,QC,Industrial,50.0,"Taste of butter, nuts and corn",Camembert type,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Campagnard,higher fat
1311,QC,Farmstead,48.0,"Butter, hazelnut and chestnut flavors",,0,Semi-soft Cheese,Goat,Raw Milk,,Tomme du Maréchal,lower fat
1312,QC,Artisan,39.0,Hazelnut flavor,"Cream-colored, blocks or curds",0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar St-Georges,higher fat
1313,QC,Artisan,43.0,"Mild, slightly lactic and hazelnut flavour","Ivory-colored cheese, smoothand elastic texture, few holes",1,Semi-soft Cheese,Cow,Pasteurized,No Rind,Fontina de l'Abbaye,higher fat
1314,QC,Artisan,43.0,Pronounced and becomes more pungent with age,"When aged, its texture becomes rich and creamy.",0,Veined Cheeses,Goat,Pasteurized,,Chèvre-Noît Bleu de chèvre,lower fat
1315,QC,Artisan,41.0,Pronounced,,0,Veined Cheeses,Ewe,Pasteurized,,Chanoine,higher fat
1316,QC,Artisan,45.0,Creamy with a slight salty taste,"Natural rind, surface ripened",0,Veined Cheeses,Cow,Pasteurized,No Rind,Bleu Bénédictin,lower fat
1317,QC,Artisan,41.0,"Typical taste, very agreable in the mouth, neither too mild or too pronounced","No rind, smooth and unctuous",0,Firm Cheese,Ewe,Pasteurized,No Rind,Memphré (Le),higher fat
1318,QC,Artisan,41.0,"Strong taste typical of certain blue cheeses, with a long finish","Unpressed, uncooked cheese, interior-ripened with Penicilium roqueforti",0,Veined Cheeses,Cow,Pasteurized,,Ermite,higher fat
1319,QC,Artisan,42.0,Mild and hazelnutty,"Pressed cheese, natural rind and interior-ripened, dry texture, big eyes",0,Firm Cheese,Cow,Pasteurized,,Frère Jacques,lower fat
1320,QC,Artisan,42.0,"Sharp, hazelnutty","Cheese with irregular holes, natural rind",0,Firm Cheese,Cow,Pasteurized,,Moine (Le),lower fat
1321,QC,Artisan,43.0,Mild and hazelnut flavour,Interior ripened,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Mont Saint-Benoît,higher fat
1322,QC,Artisan,55.0,"Fresh, acidulous.",White and damp,0,Fresh Cheese,Goat,Pasteurized,No Rind,Ricotta de chèvre,lower fat
1323,QC,Artisan,65.0,"Fresh, mild, slightly acidulous",White and damp,0,Fresh Cheese,Cow,Pasteurized,No Rind,Ricotta Saint-Benoît,lower fat
1324,QC,Artisan,40.0,Mild and hazelnutty,"Orange-colored, elastic texture",0,Firm Cheese,Cow,Pasteurized,No Rind,Saint-Augustin (Le),lower fat
1325,QC,Artisan,43.0,Mild,"Pressed, with irregular holes, no rind",0,Firm Cheese,Goat,Pasteurized,No Rind,Archange (L'),lower fat
1326,QC,Industrial,76.0,"Delicate and fresh, slightly salty",Whey Ricotta,0,Soft Cheese,Cow,Pasteurized,No Rind,Ricotta Prestigio,lower fat
1327,QC,Industrial,78.0,"Delicate and fresh, slightly salty",Whey Ricotta,0,Soft Cheese,Cow,Pasteurized,No Rind,Ricotta Prestigio léger,lower fat
1329,QC,Industrial,50.0,Creamy taste with a hint of mushroom,Stabilized cheese,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Rondoux double crème,lower fat
1330,QC,Industrial,45.0,Creamy flavor that becomes more pronounced through ripening,Solubilized,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Rondoux triple crème,higher fat
1331,QC,Industrial,56.0,,Lactic cheese,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Rondoux pur chèvre,lower fat
1332,QC,Industrial,56.0,Mild,Pactic cheese,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Chevrita,lower fat
1333,QC,Industrial,56.0,Mild goat flavour,Lactic cheese,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Extra chèvre (L'),lower fat
1334,QC,Industrial,56.0,,Lactic cheese,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Doucerel,lower fat
1335,QC,Industrial,50.0,Milk and hazelnut flavors,Stabilized,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Chevalier double crème,lower fat
1336,QC,Industrial,50.0,"Milk and hazelnut flavors, slightly richer than a simple cream",Stabilized,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie L'Extra double crème,lower fat
1337,QC,Industrial,55.0,Hazelnut flavor becoming more pronounced with age,Interior-ripened,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Havarti Danesborg léger,lower fat
1338,QC,Industrial,46.0,Creamy with a salty hint,"Pressed, interior-ripenened, covered with a layer of wax",0,Semi-soft Cheese,Cow,Pasteurized,,Fontina Canadien,lower fat
1339,QC,Industrial,47.0,Mushroom and truffle woody flavor,Washed rind showing a light white duvet,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Oka avec champignons,lower fat
1340,QC,Industrial,42.0,Hazelnut and butter taste,,0,Firm Cheese,Cow,Pasteurized,Washed Rind,Oka l'artisan,lower fat
1341,QC,Industrial,55.0,Slightly salty,"Moist surface, interior-ripened",0,Soft Cheese,Cow,Pasteurized,No Rind,Feta (Danesborg),lower fat
1342,QC,Industrial,57.0,Slightly salty,"Moist surface, interior-ripened",0,Soft Cheese,Cow,Pasteurized,No Rind,Féta léger (Danesborg),lower fat
1343,QC,Industrial,42.0,Slight hazelnut taste,,0,Firm Cheese,Cow,Pasteurized,Washed Rind,Raclette Anco,lower fat
1344,QC,Industrial,50.0,Fruity,"Orange-copper washed rind, stabilized",0,Soft Cheese,Cow,Pasteurized,Washed Rind,Champfleury (Vaudreuil),lower fat
1345,QC,Industrial,55.0,"Salty, slightly pungent and pronounced","Slightly creamy texture, interior-ripened",0,Soft Cheese,Cow,Pasteurized,No Rind,Feta (Anco),lower fat
1346,QC,Industrial,55.0,"Salty, slightly pungent and pronounced",Slightly creamy,0,Soft Cheese,Goat,Pasteurized,No Rind,Féta de chèvre (Anco),lower fat
1347,QC,Industrial,58.0,"Milk, hazelnut and mushroom taste",Stabilized,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert Allégro,lower fat
1348,QC,Industrial,56.0,"Milk, hazelnut and mushroom flavour",Lactic cheese,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert Anco,lower fat
1349,QC,Industrial,57.0,"Rather neutral, mushrooms aroma",Stabilized,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Allégro 17%,lower fat
1350,QC,Industrial,50.0,"Milk and hazelnut flavor, slightly richer than a simple cream cheese",Stabilized,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie double crème Anco,lower fat
1351,QC,Industrial,56.0,"Milk, hazelnut and mushroom flavor",,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Grand Camembert l'Extra,lower fat
1352,QC,Industrial,56.0,"Milk, hazelnut and mushroom flavor",Lactic cheese,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Grand Camembert Vaudreuil,lower fat
1353,QC,Industrial,56.0,"Milk, hazelnut and mushroom flavor",Lactic cheese,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert Provençal,lower fat
1354,QC,Industrial,56.0,Mild flavour,"Bloomy rind, lactic cheese",0,Soft Cheese,Cow and Goat,Pasteurized,Bloomy Rind,Vaudreuil 50/50 mixte,lower fat
1355,QC,Industrial,50.0,Rather neutral with a mushroom aroma,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie double crème Provençal,lower fat
1356,QC,Industrial,56.0,"Milk, hazelnut and mushroom flavor",Lactic cheese,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert Gourmet,lower fat
1357,QC,Industrial,50.0,Mostly neutral and mushroom aroma,Stabilized,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Normandie double crème,lower fat
1358,QC,Industrial,50.0,"Fruity notes enlivened by flavours of cream, butter and a hint of whey",,0,Soft Cheese,Cow,Pasteurized,Washed Rind,Providence d'Oka (La),lower fat
1360,QC,Industrial,56.0,"Milk, hazelnut and mushroom flavor",Lactic cheese,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert Vaudreuil,lower fat
1362,QC,Industrial,37.0,"Mild, almond and cream hints","Pressed and uncooked cheese, interior ripened",0,Firm Cheese,Cow,Pasteurized,,Gouda Anco,higher fat
1363,QC,Industrial,50.0,Mild and delicate flavours with fairly pronounced buttery taste,"Pressed rind, interior-ripened",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Saint-Paulin Anco,lower fat
1364,QC,Industrial,54.0,"Sharp, flavours of cream and mushrooms",Lactic cheese,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Notre-Dame,lower fat
1365,QC,Industrial,54.0,"Velvety (varieties available: plain, herb, pepper)",,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Chevalier,lower fat
