age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hrs_per_week,native.country,income
34,1,181091,HS-grad,9,1,Craft-repair,Husband,White,1,7688,0,40,United-States,>50K
53,2,145419,1st-4th,2,1,Exec-managerial,Husband,White,1,7688,0,67,Italy,>50K
51,1,87205,Bachelors,13,1,Adm-clerical,Wife,White,0,7688,0,20,United-States,>50K
50,3,302708,Bachelors,13,1,Exec-managerial,Husband,Asian-Pac-Islander,1,7688,0,50,Japan,>50K
32,2,37232,Prof-school,15,1,Prof-specialty,Husband,White,1,7688,0,45,United-States,>50K
42,1,124792,HS-grad,9,1,Craft-repair,Husband,Black,1,7688,0,45,United-States,>50K
55,?,270228,Assoc-acdm,12,1,?,Husband,Black,1,7688,0,40,United-States,>50K
50,2,68898,Masters,14,1,Sales,Husband,White,1,7688,0,55,United-States,>50K
28,1,183151,11th,7,1,Handlers-cleaners,Husband,White,1,7688,0,40,United-States,>50K
46,1,110171,Some-college,10,1,Craft-repair,Husband,White,1,7688,0,40,United-States,>50K
39,1,173476,Prof-school,15,1,Craft-repair,Husband,White,1,7688,0,40,United-States,>50K
37,1,202027,Masters,14,1,Adm-clerical,Husband,White,1,7688,0,50,United-States,>50K
40,1,177027,Bachelors,13,1,Other-service,Wife,Asian-Pac-Islander,0,7688,0,52,Japan,>50K
40,1,154374,Masters,14,1,Prof-specialty,Husband,White,1,7688,0,40,United-States,>50K
54,1,185407,HS-grad,9,1,Craft-repair,Husband,White,1,7688,0,40,United-States,>50K
41,1,58880,Bachelors,13,1,Prof-specialty,Wife,White,0,7688,0,10,United-States,>50K
50,1,48358,HS-grad,9,1,Craft-repair,Husband,White,1,7688,0,40,United-States,>50K
41,1,163287,HS-grad,9,1,Prof-specialty,Husband,White,1,7688,0,43,United-States,>50K
44,1,198096,Bachelors,13,1,Sales,Husband,White,1,7688,0,40,United-States,>50K
48,3,287647,Doctorate,16,1,Prof-specialty,Husband,White,1,7688,0,55,United-States,>50K
55,1,117299,HS-grad,9,1,Craft-repair,Husband,White,1,7688,0,40,United-States,>50K
48,1,155659,Assoc-voc,11,1,Craft-repair,Husband,White,1,7688,0,40,United-States,>50K
45,5,160173,Masters,14,1,Exec-managerial,Husband,White,1,7688,0,50,United-States,>50K
39,1,184117,Bachelors,13,1,Prof-specialty,Wife,White,0,7688,0,20,United-States,>50K
50,2,172281,HS-grad,9,1,Exec-managerial,Husband,White,1,7688,0,50,United-States,>50K
28,5,168524,Masters,14,1,Prof-specialty,Wife,White,0,7688,0,35,United-States,>50K
57,1,61474,Some-college,10,1,Exec-managerial,Husband,White,1,7688,0,45,United-States,>50K
32,3,275094,Bachelors,13,1,Sales,Husband,White,1,7688,0,55,Mexico,>50K
37,1,219141,11th,7,1,Handlers-cleaners,Husband,Black,1,7688,0,40,United-States,>50K
51,4,20795,HS-grad,9,1,Transport-moving,Husband,White,1,7688,0,40,United-States,>50K
54,3,304570,Bachelors,13,1,Machine-op-inspct,Husband,Asian-Pac-Islander,1,7688,0,40,?,>50K
37,1,178948,Bachelors,13,1,Exec-managerial,Wife,White,0,7688,0,45,United-States,>50K
39,1,103925,Bachelors,13,1,Prof-specialty,Wife,White,0,7688,0,32,United-States,>50K
30,1,19302,Some-college,10,1,Prof-specialty,Husband,White,1,7688,0,40,United-States,>50K
46,5,303918,HS-grad,9,1,Protective-serv,Husband,White,1,7688,0,96,United-States,>50K
40,4,75313,Bachelors,13,1,Prof-specialty,Husband,White,1,7688,0,66,United-States,>50K
38,0,188303,Some-college,10,1,Protective-serv,Husband,White,1,7688,0,40,United-States,>50K
39,2,274683,Some-college,10,1,Sales,Husband,White,1,7688,0,50,United-States,>50K
50,5,196307,Some-college,10,1,Craft-repair,Husband,White,1,7688,0,40,United-States,>50K
60,3,210827,Bachelors,13,1,Prof-specialty,Husband,White,1,7688,0,40,United-States,>50K
42,1,52781,Bachelors,13,1,Prof-specialty,Husband,White,1,7688,0,40,United-States,>50K
50,2,145419,Masters,14,1,Sales,Husband,White,1,7688,0,45,United-States,>50K
44,5,171589,Assoc-voc,11,1,Craft-repair,Husband,White,1,7688,0,40,United-States,>50K
51,1,159755,Bachelors,13,1,Exec-managerial,Husband,White,1,7688,0,40,United-States,>50K
51,0,231495,Doctorate,16,1,Exec-managerial,Husband,White,1,7688,0,55,United-States,>50K
47,1,278322,Some-college,10,1,Prof-specialty,Husband,White,1,7688,0,40,United-States,>50K
53,2,135339,Bachelors,13,1,Exec-managerial,Husband,Asian-Pac-Islander,1,7688,0,20,China,>50K
41,1,149909,Bachelors,13,1,Sales,Husband,White,1,7688,0,50,United-States,>50K
29,4,244473,Bachelors,13,1,Exec-managerial,Husband,White,1,7688,0,40,United-States,>50K
46,1,197332,Masters,14,1,Prof-specialty,Husband,White,1,7688,0,46,United-States,>50K
44,1,147206,Some-college,10,1,Craft-repair,Husband,White,1,7688,0,45,United-States,>50K
38,?,94559,Bachelors,13,1,?,Wife,Other,0,7688,0,50,?,>50K
49,1,83610,Bachelors,13,1,Exec-managerial,Husband,White,1,7688,0,66,United-States,>50K
51,1,289572,Bachelors,13,1,Sales,Husband,White,1,7688,0,50,United-States,>50K
41,1,138975,Bachelors,13,1,Exec-managerial,Husband,White,1,7688,0,45,United-States,>50K
54,1,176240,Masters,14,1,Transport-moving,Husband,White,1,7688,0,60,United-States,>50K
60,1,325971,HS-grad,9,1,Machine-op-inspct,Husband,White,1,7688,0,40,United-States,>50K
40,1,284303,Some-college,10,1,Exec-managerial,Wife,White,0,7688,0,40,United-States,>50K
54,5,173050,Masters,14,1,Prof-specialty,Husband,White,1,7688,0,40,United-States,>50K
42,1,511068,Bachelors,13,1,Prof-specialty,Husband,White,1,7688,0,40,United-States,>50K
38,1,103323,Some-college,10,1,Craft-repair,Husband,White,1,7688,0,40,United-States,>50K
34,1,24266,Assoc-voc,11,1,Craft-repair,Husband,White,1,7688,0,40,United-States,>50K
34,1,167497,Some-college,10,1,Exec-managerial,Wife,White,0,7688,0,50,United-States,>50K
56,4,156229,Bachelors,13,1,Exec-managerial,Husband,White,1,7688,0,40,United-States,>50K
38,1,276559,HS-grad,9,1,Exec-managerial,Husband,White,1,7688,0,70,United-States,>50K
35,1,86648,Prof-school,15,1,Prof-specialty,Husband,White,1,7688,0,50,United-States,>50K
43,1,75993,Some-college,10,1,Sales,Husband,White,1,7688,0,40,United-States,>50K
50,2,27539,Some-college,10,1,Farming-fishing,Husband,White,1,7688,0,40,United-States,>50K
35,1,253006,Some-college,10,1,Prof-specialty,Husband,White,1,7688,0,38,United-States,>50K
61,1,159822,7th-8th,4,1,Craft-repair,Husband,White,1,7688,0,40,Poland,>50K
45,2,315984,HS-grad,9,1,Craft-repair,Husband,White,1,7688,0,50,United-States,>50K
36,1,223433,Masters,14,1,Sales,Husband,White,1,7688,0,50,United-States,>50K
40,1,121874,Assoc-acdm,12,1,Sales,Husband,White,1,7688,0,50,United-States,>50K
49,5,119904,Bachelors,13,1,Prof-specialty,Wife,White,0,7688,0,30,United-States,>50K
36,1,262688,Some-college,10,1,Sales,Husband,Black,1,7688,0,50,United-States,>50K
52,1,102828,HS-grad,9,1,Prof-specialty,Husband,White,1,7688,0,40,United-States,>50K
53,1,126592,Some-college,10,1,Craft-repair,Husband,Black,1,7688,0,40,United-States,>50K
29,1,191722,Some-college,10,1,Protective-serv,Husband,White,1,7688,0,54,United-States,>50K
56,1,109015,Some-college,10,1,Exec-managerial,Wife,White,0,7688,0,50,United-States,>50K
41,1,100451,HS-grad,9,1,Craft-repair,Husband,White,1,7688,0,38,United-States,>50K
30,1,159589,Bachelors,13,1,Prof-specialty,Husband,White,1,7688,0,50,United-States,>50K
58,1,172333,HS-grad,9,1,Sales,Husband,White,1,7688,0,40,United-States,>50K
45,3,180239,Prof-school,15,1,Exec-managerial,Husband,Asian-Pac-Islander,1,7688,0,40,?,>50K
52,2,138611,HS-grad,9,1,Sales,Husband,White,1,7688,0,55,United-States,>50K
42,1,154076,HS-grad,9,1,Prof-specialty,Husband,White,1,7688,0,50,United-States,>50K
38,1,245372,Bachelors,13,1,Prof-specialty,Husband,White,1,7688,0,45,United-States,>50K
30,3,77689,Bachelors,13,1,Sales,Husband,White,1,7688,0,50,United-States,>50K
50,1,22211,Masters,14,1,Prof-specialty,Husband,White,1,7688,0,50,United-States,>50K
54,1,215990,Some-college,10,1,Tech-support,Husband,White,1,7688,0,40,United-States,>50K
48,4,166634,Bachelors,13,1,Adm-clerical,Wife,White,0,7688,0,40,United-States,>50K
54,3,223752,Bachelors,13,1,Exec-managerial,Husband,White,1,7688,0,40,?,>50K
46,1,52291,Bachelors,13,1,Prof-specialty,Husband,White,1,7688,0,45,United-States,>50K
42,1,261929,Bachelors,13,1,Exec-managerial,Husband,White,1,7688,0,40,United-States,>50K
63,2,29859,7th-8th,4,1,Farming-fishing,Husband,White,1,7688,0,60,United-States,>50K
51,1,154342,Masters,14,1,Prof-specialty,Husband,White,1,7688,0,45,United-States,>50K
39,4,363630,HS-grad,9,1,Adm-clerical,Husband,Black,1,7688,0,52,United-States,>50K
29,5,115305,Assoc-voc,11,1,Protective-serv,Husband,White,1,7688,0,40,United-States,>50K
35,1,64922,Bachelors,13,1,Exec-managerial,Husband,White,1,7688,0,50,United-States,>50K
41,3,177905,Bachelors,13,1,Exec-managerial,Husband,White,1,7688,0,70,United-States,>50K
38,1,478346,HS-grad,9,1,Exec-managerial,Wife,White,0,7688,0,40,United-States,>50K
39,1,176335,Masters,14,1,Exec-managerial,Husband,White,1,7688,0,65,United-States,>50K
40,4,330174,Prof-school,15,1,Prof-specialty,Husband,White,1,7688,0,40,United-States,>50K
44,1,242521,Bachelors,13,1,Sales,Husband,White,1,7688,0,50,United-States,>50K
38,0,125499,Bachelors,13,1,Prof-specialty,Husband,Asian-Pac-Islander,1,7688,0,60,India,>50K
47,1,252079,Bachelors,13,1,Machine-op-inspct,Husband,White,1,7688,0,44,United-States,>50K
37,1,103986,Bachelors,13,1,Prof-specialty,Husband,White,1,7688,0,39,United-States,>50K
39,1,198841,Masters,14,1,Prof-specialty,Husband,White,1,7688,0,45,United-States,>50K
28,5,229223,Assoc-voc,11,1,Prof-specialty,Wife,White,0,7688,0,36,United-States,>50K
33,1,133503,HS-grad,9,1,Protective-serv,Husband,White,1,7688,0,48,United-States,>50K
42,1,24982,Some-college,10,1,Craft-repair,Husband,White,1,7688,0,40,United-States,>50K
32,2,112115,Bachelors,13,1,Prof-specialty,Husband,White,1,7688,0,40,United-States,>50K
34,3,343789,Bachelors,13,1,Exec-managerial,Husband,White,1,7688,0,55,United-States,>50K
58,5,311409,Masters,14,1,Prof-specialty,Husband,Black,1,7688,0,30,United-States,>50K
42,1,402367,Some-college,10,1,Transport-moving,Husband,Black,1,7688,0,45,United-States,>50K
39,1,358753,Assoc-voc,11,1,Craft-repair,Husband,White,1,7688,0,40,United-States,>50K
31,4,130057,Masters,14,1,Exec-managerial,Husband,White,1,7688,0,60,United-States,>50K
40,1,177905,Assoc-voc,11,1,Exec-managerial,Husband,White,1,7688,0,44,United-States,>50K
35,1,91839,Bachelors,13,1,Other-service,Husband,Amer-Indian-Eskimo,1,7688,0,20,United-States,>50K
37,1,234807,Bachelors,13,5,Exec-managerial,Unmarried,White,0,7430,0,45,United-States,>50K
42,5,195124,11th,7,5,Sales,Unmarried,White,1,7430,0,50,Puerto-Rico,>50K
35,1,275364,Bachelors,13,5,Tech-support,Unmarried,White,1,7430,0,40,Germany,>50K
41,5,112763,Masters,14,5,Prof-specialty,Unmarried,White,0,7430,0,36,United-States,>50K
49,0,185800,Masters,14,5,Prof-specialty,Unmarried,Black,0,7430,0,40,United-States,>50K
41,1,529216,Bachelors,13,5,Tech-support,Unmarried,Black,1,7430,0,45,?,>50K
45,1,187370,Masters,14,5,Exec-managerial,Unmarried,White,1,7430,0,70,United-States,>50K
42,2,199143,Prof-school,15,5,Prof-specialty,Unmarried,White,0,7430,0,44,United-States,>50K
42,2,32546,Prof-school,15,5,Prof-specialty,Unmarried,White,1,7430,0,40,United-States,>50K
35,1,138992,Masters,14,1,Prof-specialty,Other-relative,White,1,7298,0,40,United-States,>50K
36,1,128757,Bachelors,13,1,Other-service,Husband,Black,1,7298,0,36,United-States,>50K
44,1,170924,Some-college,10,1,Craft-repair,Husband,White,1,7298,0,40,United-States,>50K
24,1,279472,Some-college,10,1,Machine-op-inspct,Wife,White,0,7298,0,48,United-States,>50K
34,1,142897,Masters,14,1,Exec-managerial,Husband,Asian-Pac-Islander,1,7298,0,35,Taiwan,>50K
38,1,296478,Assoc-voc,11,1,Craft-repair,Husband,White,1,7298,0,40,United-States,>50K
36,0,119272,HS-grad,9,1,Protective-serv,Husband,White,1,7298,0,40,United-States,>50K
42,1,162140,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,45,United-States,>50K
30,1,296453,Bachelors,13,1,Adm-clerical,Husband,White,1,7298,0,40,United-States,>50K
42,1,150533,Some-college,10,1,Exec-managerial,Husband,White,1,7298,0,52,United-States,>50K
50,3,293196,HS-grad,9,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
35,1,119098,Doctorate,16,1,Prof-specialty,Husband,White,1,7298,0,40,United-States,>50K
40,1,228535,Assoc-acdm,12,1,Prof-specialty,Husband,White,1,7298,0,36,United-States,>50K
38,1,31033,Bachelors,13,1,Sales,Husband,White,1,7298,0,40,United-States,>50K
35,1,183898,Assoc-voc,11,1,Exec-managerial,Husband,White,1,7298,0,50,United-States,>50K
41,1,220132,HS-grad,9,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
29,1,241431,Masters,14,1,Sales,Husband,White,1,7298,0,40,United-States,>50K
36,1,183892,Some-college,10,1,Craft-repair,Husband,White,1,7298,0,44,United-States,>50K
60,1,240521,HS-grad,9,1,Craft-repair,Husband,White,1,7298,0,40,United-States,>50K
50,1,88842,Bachelors,13,1,Transport-moving,Husband,White,1,7298,0,40,United-States,>50K
41,1,168071,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,50,United-States,>50K
52,4,30731,HS-grad,9,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
37,1,93717,Some-college,10,1,Adm-clerical,Wife,White,0,7298,0,45,United-States,>50K
39,1,188391,HS-grad,9,1,Craft-repair,Husband,White,1,7298,0,50,United-States,>50K
33,1,220939,HS-grad,9,1,Sales,Husband,White,1,7298,0,45,United-States,>50K
34,1,340940,Bachelors,13,1,Sales,Husband,White,1,7298,0,60,United-States,>50K
31,1,203488,Bachelors,13,1,Adm-clerical,Husband,White,1,7298,0,50,United-States,>50K
59,1,146391,Assoc-voc,11,1,Tech-support,Husband,White,1,7298,0,40,United-States,>50K
41,1,113555,Some-college,10,1,Craft-repair,Husband,Amer-Indian-Eskimo,1,7298,0,50,United-States,>50K
39,1,33355,HS-grad,9,1,Transport-moving,Husband,White,1,7298,0,48,United-States,>50K
51,1,162632,HS-grad,9,1,Transport-moving,Husband,White,1,7298,0,60,United-States,>50K
46,3,219962,Bachelors,13,1,Machine-op-inspct,Husband,White,1,7298,0,40,?,>50K
38,1,111499,Some-college,10,1,Transport-moving,Husband,White,1,7298,0,50,United-States,>50K
33,1,198003,Some-college,10,1,Craft-repair,Husband,White,1,7298,0,50,United-States,>50K
25,1,163620,HS-grad,9,1,Exec-managerial,Husband,White,1,7298,0,84,United-States,>50K
35,1,360799,HS-grad,9,1,Craft-repair,Husband,White,1,7298,0,40,United-States,>50K
52,1,99185,HS-grad,9,1,Sales,Husband,White,1,7298,0,50,United-States,>50K
25,2,182809,HS-grad,9,1,Craft-repair,Husband,White,1,7298,0,40,United-States,>50K
49,5,194895,Some-college,10,1,Handlers-cleaners,Husband,White,1,7298,0,40,United-States,>50K
39,1,102953,Bachelors,13,1,Sales,Husband,White,1,7298,0,55,United-States,>50K
43,1,111483,Some-college,10,1,Sales,Husband,White,1,7298,0,40,United-States,>50K
42,1,266084,Some-college,10,1,Craft-repair,Husband,White,1,7298,0,45,United-States,>50K
53,1,106176,Masters,14,1,Sales,Husband,White,1,7298,0,60,United-States,>50K
51,1,114927,Assoc-voc,11,1,Tech-support,Husband,White,1,7298,0,40,United-States,>50K
34,1,157747,Some-college,10,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
50,1,95469,HS-grad,9,1,Adm-clerical,Husband,White,1,7298,0,45,United-States,>50K
50,5,145166,Masters,14,1,Prof-specialty,Husband,White,1,7298,0,40,United-States,>50K
36,1,143486,HS-grad,9,1,Transport-moving,Husband,White,1,7298,0,50,United-States,>50K
32,1,131584,HS-grad,9,1,Sales,Husband,White,1,7298,0,40,United-States,>50K
58,5,217775,HS-grad,9,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
47,1,284916,HS-grad,9,1,Sales,Husband,White,1,7298,0,45,United-States,>50K
31,0,75755,Doctorate,16,1,Exec-managerial,Husband,White,1,7298,0,55,United-States,>50K
36,1,83089,5th-6th,3,1,Machine-op-inspct,Husband,White,1,7298,0,40,Mexico,>50K
36,1,199739,HS-grad,9,1,Transport-moving,Husband,White,1,7298,0,60,United-States,>50K
54,5,31533,Masters,14,1,Adm-clerical,Husband,White,1,7298,0,40,United-States,>50K
43,4,203637,Bachelors,13,1,Adm-clerical,Husband,White,1,7298,0,40,United-States,>50K
37,5,51158,Some-college,10,1,Tech-support,Wife,White,0,7298,0,36,United-States,>50K
35,1,359131,Bachelors,13,1,Prof-specialty,Wife,White,0,7298,0,8,?,>50K
39,3,283338,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
57,?,300104,5th-6th,3,1,?,Husband,White,1,7298,0,84,United-States,>50K
39,1,224531,HS-grad,9,1,Craft-repair,Husband,White,1,7298,0,40,United-States,>50K
24,1,161092,Some-college,10,1,Adm-clerical,Husband,White,1,7298,0,40,United-States,>50K
37,2,268598,Bachelors,13,1,Exec-managerial,Husband,Other,1,7298,0,50,Puerto-Rico,>50K
35,0,126569,HS-grad,9,1,Craft-repair,Husband,White,1,7298,0,40,United-States,>50K
39,1,43712,HS-grad,9,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
48,3,254291,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,50,United-States,>50K
59,1,159008,Assoc-acdm,12,1,Craft-repair,Husband,White,1,7298,0,20,United-States,>50K
48,2,164582,Some-college,10,1,Farming-fishing,Husband,White,1,7298,0,60,United-States,>50K
38,1,132879,HS-grad,9,1,Craft-repair,Husband,White,1,7298,0,50,United-States,>50K
47,2,165468,HS-grad,9,1,Machine-op-inspct,Husband,White,1,7298,0,40,United-States,>50K
60,5,124987,Bachelors,13,1,Prof-specialty,Husband,White,1,7298,0,40,United-States,>50K
48,1,102359,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,60,United-States,>50K
32,1,222221,Assoc-voc,11,1,Prof-specialty,Husband,White,1,7298,0,42,United-States,>50K
54,1,225599,Masters,14,1,Prof-specialty,Husband,Asian-Pac-Islander,1,7298,0,40,India,>50K
28,2,209205,Some-college,10,1,Craft-repair,Husband,White,1,7298,0,40,United-States,>50K
44,1,145441,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,48,United-States,>50K
45,1,186272,HS-grad,9,1,Handlers-cleaners,Husband,Black,1,7298,0,40,United-States,>50K
51,1,143822,Some-college,10,1,Craft-repair,Husband,White,1,7298,0,40,United-States,>50K
37,4,22201,Bachelors,13,1,Adm-clerical,Husband,Asian-Pac-Islander,1,7298,0,40,Philippines,>50K
38,0,134069,Masters,14,1,Exec-managerial,Husband,White,1,7298,0,60,United-States,>50K
49,4,586657,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
47,1,328216,Some-college,10,1,Tech-support,Husband,White,1,7298,0,40,United-States,>50K
51,1,192182,Some-college,10,1,Machine-op-inspct,Husband,White,1,7298,0,40,United-States,>50K
46,1,113806,12th,8,1,Craft-repair,Husband,White,1,7298,0,40,?,>50K
36,1,169469,Some-college,10,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
53,1,158294,Masters,14,1,Prof-specialty,Husband,White,1,7298,0,40,United-States,>50K
45,1,199058,Masters,14,1,Exec-managerial,Husband,White,1,7298,0,50,United-States,>50K
34,4,419691,Bachelors,13,1,Protective-serv,Husband,White,1,7298,0,54,United-States,>50K
41,1,116797,HS-grad,9,1,Sales,Husband,White,1,7298,0,50,United-States,>50K
38,3,269318,Some-college,10,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
57,1,180779,Bachelors,13,1,Prof-specialty,Husband,White,1,7298,0,40,United-States,>50K
46,1,332884,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,65,United-States,>50K
53,1,177916,Bachelors,13,1,Adm-clerical,Husband,White,1,7298,0,40,United-States,>50K
37,1,105813,Assoc-voc,11,1,Adm-clerical,Husband,White,1,7298,0,40,United-States,>50K
50,1,160724,Masters,14,1,Exec-managerial,Husband,Asian-Pac-Islander,1,7298,0,40,Philippines,>50K
40,1,111483,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
33,1,164190,Assoc-voc,11,1,Craft-repair,Husband,White,1,7298,0,40,United-States,>50K
29,1,39484,Bachelors,13,1,Other-service,Husband,White,1,7298,0,42,United-States,>50K
42,1,184837,HS-grad,9,1,Machine-op-inspct,Wife,White,0,7298,0,40,United-States,>50K
44,1,196545,Bachelors,13,1,Craft-repair,Husband,White,1,7298,0,40,United-States,>50K
34,1,208043,Assoc-voc,11,1,Prof-specialty,Husband,White,1,7298,0,45,United-States,>50K
38,1,190895,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,50,United-States,>50K
64,2,65991,HS-grad,9,1,Farming-fishing,Husband,White,1,7298,0,45,United-States,>50K
36,2,35945,7th-8th,4,1,Machine-op-inspct,Husband,White,1,7298,0,45,United-States,>50K
37,1,190987,Some-college,10,1,Sales,Wife,White,0,7298,0,40,United-States,>50K
48,5,493862,HS-grad,9,1,Exec-managerial,Husband,Black,1,7298,0,38,United-States,>50K
47,1,274200,11th,7,1,Craft-repair,Husband,White,1,7298,0,40,United-States,>50K
42,1,87284,Prof-school,15,1,Prof-specialty,Husband,White,1,7298,0,35,United-States,>50K
51,0,454063,Doctorate,16,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
45,0,213646,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
33,1,222221,HS-grad,9,1,Exec-managerial,Husband,White,1,7298,0,45,United-States,>50K
43,2,421837,Some-college,10,1,Sales,Husband,White,1,7298,0,50,Mexico,>50K
40,5,188436,Some-college,10,1,Protective-serv,Husband,White,1,7298,0,40,United-States,>50K
51,1,237630,HS-grad,9,1,Tech-support,Husband,White,1,7298,0,50,United-States,>50K
38,1,297449,Bachelors,13,1,Adm-clerical,Husband,White,1,7298,0,50,United-States,>50K
36,1,225399,HS-grad,9,1,Craft-repair,Husband,White,1,7298,0,40,United-States,>50K
60,5,138502,Bachelors,13,1,Protective-serv,Husband,White,1,7298,0,48,United-States,>50K
54,1,203635,HS-grad,9,1,Adm-clerical,Husband,White,1,7298,0,60,United-States,>50K
41,1,274363,Some-college,10,1,Machine-op-inspct,Husband,White,1,7298,0,42,United-States,>50K
42,1,175943,Assoc-voc,11,1,Exec-managerial,Wife,White,0,7298,0,35,United-States,>50K
50,1,211319,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,50,United-States,>50K
52,4,291096,Assoc-acdm,12,1,Other-service,Husband,White,1,7298,0,40,United-States,>50K
38,1,275223,Some-college,10,1,Sales,Husband,White,1,7298,0,40,United-States,>50K
59,1,159724,Masters,14,1,Sales,Husband,White,1,7298,0,55,United-States,>50K
36,1,175759,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,50,United-States,>50K
55,1,198145,Bachelors,13,1,Prof-specialty,Husband,White,1,7298,0,40,United-States,>50K
39,5,203482,Masters,14,1,Prof-specialty,Husband,White,1,7298,0,40,United-States,>50K
40,4,121012,Bachelors,13,1,Adm-clerical,Husband,White,1,7298,0,48,United-States,>50K
41,1,143003,Assoc-voc,11,1,Other-service,Husband,Asian-Pac-Islander,1,7298,0,60,India,>50K
38,1,257250,Some-college,10,1,Transport-moving,Husband,White,1,7298,0,60,United-States,>50K
32,1,154120,HS-grad,9,1,Transport-moving,Husband,White,1,7298,0,40,United-States,>50K
60,3,105339,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,60,United-States,>50K
50,4,98980,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
62,1,69867,Assoc-voc,11,1,Prof-specialty,Husband,White,1,7298,0,50,United-States,>50K
49,1,196707,HS-grad,9,1,Machine-op-inspct,Husband,White,1,7298,0,43,United-States,>50K
46,0,238648,HS-grad,9,1,Other-service,Husband,Black,1,7298,0,40,United-States,>50K
44,1,172032,Assoc-voc,11,1,Adm-clerical,Husband,White,1,7298,0,51,United-States,>50K
30,1,271710,Bachelors,13,1,Sales,Husband,White,1,7298,0,50,United-States,>50K
61,5,144723,Masters,14,1,Exec-managerial,Husband,White,1,7298,0,60,United-States,>50K
31,1,265706,HS-grad,9,1,Craft-repair,Husband,White,1,7298,0,40,United-States,>50K
53,1,89587,Some-college,10,1,Transport-moving,Husband,White,1,7298,0,45,United-States,>50K
36,2,182898,Bachelors,13,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
40,1,360884,Some-college,10,1,Adm-clerical,Wife,White,0,7298,0,40,United-States,>50K
30,4,321990,Some-college,10,1,Adm-clerical,Husband,White,1,7298,0,48,Cuba,>50K
50,5,117496,HS-grad,9,1,Adm-clerical,Wife,White,0,7298,0,30,United-States,>50K
63,1,137843,Some-college,10,1,Sales,Husband,White,1,7298,0,48,United-States,>50K
38,2,280169,Bachelors,13,1,Sales,Husband,White,1,7298,0,50,United-States,>50K
33,2,272359,Bachelors,13,1,Sales,Husband,White,1,7298,0,80,United-States,>50K
45,1,203653,HS-grad,9,1,Adm-clerical,Husband,Black,1,7298,0,40,United-States,>50K
41,4,253770,Some-college,10,1,Transport-moving,Wife,White,0,7298,0,40,United-States,>50K
37,5,160910,Bachelors,13,1,Adm-clerical,Husband,White,1,7298,0,40,United-States,>50K
35,5,300681,HS-grad,9,1,Protective-serv,Husband,Black,1,7298,0,35,United-States,>50K
33,1,192002,Masters,14,1,Exec-managerial,Husband,White,1,7298,0,60,Canada,>50K
35,1,202027,Bachelors,13,1,Handlers-cleaners,Husband,White,1,7298,0,35,United-States,>50K
35,2,170174,HS-grad,9,1,Craft-repair,Husband,White,1,7298,0,60,United-States,>50K
51,1,279156,HS-grad,9,1,Exec-managerial,Husband,White,1,7298,0,40,United-States,>50K
46,2,176319,HS-grad,9,1,Sales,Own-child,White,0,7298,0,40,United-States,>50K
44,4,469454,Assoc-voc,11,1,Protective-serv,Husband,White,1,7298,0,48,United-States,>50K
34,1,191856,Some-college,10,1,Exec-managerial,Wife,White,0,7298,0,40,United-States,>50K
36,1,115834,Assoc-voc,11,1,Exec-managerial,Wife,White,0,7298,0,55,United-States,>50K
35,5,302149,Bachelors,13,1,Sales,Husband,Asian-Pac-Islander,1,7298,0,40,Philippines,>50K
40,1,409922,Some-college,10,1,Prof-specialty,Husband,White,1,7298,0,40,United-States,>50K
38,1,187870,Bachelors,13,1,Prof-specialty,Husband,White,1,7298,0,50,United-States,>50K
33,1,168030,Some-college,10,1,Prof-specialty,Wife,White,0,7298,0,21,United-States,>50K
55,2,157486,Masters,14,1,Prof-specialty,Husband,White,1,7298,0,40,United-States,>50K
28,1,233796,Some-college,10,1,Adm-clerical,Wife,White,0,7298,0,32,United-States,>50K
